商品ID,卖家ID,订单ID,客户ID,订单状态,下单时间,订单审核时间,发货时间,客户收货时间,预计送达时间,客户唯一ID,客户邮编前缀,客户城市,客户州,评论ID,评分,评论标题,评论内容,评论创建日期,评论回复时间,支付顺序号,支付类型,分期数,支付金额,订单项ID,商品价格,运费,卖家邮编前缀,卖家城市,卖家州,商品类别,商品名长度,商品描述长度,商品图片数量,商品重量(g),商品长度(cm),商品高度(cm),商品宽度(cm)
419cb1b441eda9b92ebd1a1b96090c26,ea8482cd71df3c1969d7b9473ff13abc,f1e8e2809f03ad9c147c0c8f6283c6b1,315441be1b5e8fdff31b7923041f6a19,delivered,2018-08-20 13:12:00,2018-08-22 10:45:15,2018-08-22 15:02:00,2018-08-24 18:27:00,2018-08-24 00:00:00,48e211365405f1f76b9f582c4acc60e7,6764,taboao da serra,SP,af3c3983737440db31519e8f3cf343d9,5,Super recomendo,"Veio tudo certinho e bem antes do fim do prazo estimado. Muito bem embaladinho, cor e modelo certinhos.
Achei super confiável.",2018-08-25 00:00:00,2018-08-28 12:15:53,1.0,credit_card,3.0,37.46,1,29.99,7.47,4160,sao paulo,SP,telefonia,60.0,777.0,6.0,350.0,17.0,4.0,12.0
41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,0712d5a2573948df98ba556ab362ef06,d5e9eb9208e37c9f39e6f19c0941b675,delivered,2018-08-22 16:52:00,2018-08-24 03:10:18,2018-08-24 12:26:00,2018-08-30 18:51:00,2018-09-06 00:00:00,79066fb583868e4fdd17fc83a96db5e8,39648,chapada do norte,MG,342f70239e5131a5495becea863368f5,5,Buena,"Muy buena

",2018-08-31 00:00:00,2018-09-02 22:17:27,1.0,boleto,1.0,122.83,1,104.0,18.83,14840,guariba,SP,relogios_presentes,27.0,178.0,1.0,314.0,18.0,11.0,14.0
41db6d8062fcd38410c699743ccc0265,92eb0f42c21942b6552362b9b114707d,6ec1bea8cbcef0a1b81bc9b7fbd37ccb,e6b5e20566e5c72cbaab04f91dec9c85,delivered,2018-08-07 05:42:00,2018-08-07 05:50:08,2018-08-13 09:24:00,2018-08-27 15:28:00,2018-09-18 00:00:00,8ad270ff4a5557d1a05e24abb6292017,65110,sao jose de ribamar,MA,f9edb20b598a2d26294322ddddd67bf8,5,Indico ,Produto chegou de acordo com o anunciado. ,2018-08-28 00:00:00,2018-08-28 20:17:09,1.0,credit_card,1.0,36.32,1,13.47,22.85,3504,sao paulo,SP,telefonia,49.0,1438.0,2.0,125.0,19.0,5.0,11.0
41db6d8062fcd38410c699743ccc0265,92eb0f42c21942b6552362b9b114707d,8511c084d79be37aa0cdc0c9985738d3,aab3dae5b97f7188749343fe78c8947e,delivered,2018-08-11 09:24:00,2018-08-11 09:55:13,2018-08-13 09:24:00,2018-08-16 22:26:00,2018-09-12 00:00:00,fdab4dca785d25c837988c629b0c4777,16880,valparaiso,SP,ad4353440dddfe0fbe463a849236776c,5,recomendo,ótimo preço e entrega rápida ,2018-08-17 00:00:00,2018-08-18 15:21:59,1.0,credit_card,2.0,26.26,1,13.47,12.79,3504,sao paulo,SP,telefonia,49.0,1438.0,2.0,125.0,19.0,5.0,11.0
421fbb32d56489554d727fbd4b2fa65d,8fbe2ee446b97e128471be4ce983dc0d,9550c6dde457784adf6688cea59cd6b8,5459ad3a59231e5ad6fe0d220931743a,delivered,2018-08-01 12:52:00,2018-08-01 13:24:34,2018-08-10 10:55:00,2018-08-13 15:28:00,2018-08-06 00:00:00,f84489387ae0ef5acd5c8f3b9b695c3f,4378,sao paulo,SP,cfd672ef810b24373155f6903ff69835,2,Ruim,"não foi cumprido o prazo da entrega na data prometida e até hj 10/08/2018 não recebi a mercadoria, falta de compromisso, no minimo teria que ter dado uma satisfação, mas não o cliente tem que correr ",2018-08-08 00:00:00,2018-08-10 13:41:46,1.0,credit_card,1.0,27.88,1,19.0,8.88,18103,sorocaba,SP,beleza_saude,45.0,1364.0,1.0,650.0,20.0,15.0,15.0
422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2e6e6de992c5567f41aa94497d505e77,e27c13a71b8c090c5df94f96471e7994,delivered,2018-08-06 02:58:00,2018-08-06 03:10:08,2018-08-06 15:43:00,2018-08-13 21:41:00,2018-08-17 00:00:00,bb361861b83a556ce2a5b2d537e22df9,11030,santos,SP,b09cec7f64ef4f73e0dce0ae3d1ba31a,5,Satisfação,"Tudo correto, indico a loja, produto excelente.",2018-08-14 00:00:00,2018-08-15 01:46:23,1.0,credit_card,2.0,141.8,2,49.91,20.99,15025,sao jose do rio preto,SP,ferramentas_jardim,56.0,348.0,2.0,1550.0,30.0,22.0,30.0
422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,034c16aeedd39a916ea470f22a048b22,2b77921222673f5f8c7d73279c7bb251,delivered,2018-08-14 09:18:00,2018-08-14 09:30:21,2018-08-14 15:54:00,2018-08-23 11:52:00,2018-08-31 00:00:00,62e32e0b239b36c93427f7910eb6a173,8050,sao paulo,SP,5064355081b41502d7c21cd1079375dc,4,eu recomendo,lindo o produto,2018-08-24 00:00:00,2018-08-28 12:58:04,1.0,credit_card,1.0,70.9,1,49.91,20.99,15025,sao jose do rio preto,SP,ferramentas_jardim,56.0,348.0,2.0,1550.0,30.0,22.0,30.0
4231002e80d2a25aed31d65b4b91f479,c013e57c075a06e5b5c48ee03c525719,a2b3e75e2e444a9ce134788d66d5dec1,3982c2958292950bf13e6df79c25aa3f,delivered,2018-08-16 10:45:00,2018-08-16 10:55:25,2018-08-16 13:57:00,2018-08-22 01:17:00,2018-08-31 00:00:00,ede1ea2289df1d00cd59334762b0bd43,29065,vitoria,ES,b6de1f6a83b503b967b3f27eae20246a,5,Recomendo,ótimo produto e qualidade.,2018-08-22 00:00:00,2018-08-29 14:07:46,1.0,credit_card,1.0,62.48,1,42.99,19.49,13568,sao carlos,SP,pet_shop,50.0,776.0,4.0,800.0,50.0,5.0,50.0
423b46d7ff817b1cd19ab195c7b76546,6560211a19b47992c3666cc44a7e94c0,0382a4a9c39917c21b842b7c15f4be23,3e15b2d3a5fac27b51a5d2dbd01d18ec,delivered,2018-08-14 18:17:00,2018-08-15 03:23:59,2018-08-15 11:57:00,2018-08-20 21:18:00,2018-08-23 00:00:00,1b25ea1318d69e729374305c521abdb8,81150,curitiba,PR,bf2f1411251c3f9acefbaa3be4df3ab1,5,Muito bom,Produto entregue antes do prazo.,2018-08-21 00:00:00,2018-08-24 00:48:19,1.0,boleto,1.0,70.49,1,55.0,15.49,5849,sao paulo,SP,relogios_presentes,59.0,160.0,5.0,200.0,16.0,2.0,20.0
425db55cb3b0f5b18a2d9964da31c3c0,2a84855fd20af891be03bc5924d2b453,80d817467dc3d0a4bb5ab8986c962b1f,a4a2abd07b1cdd4902cf245cdfa1451d,delivered,2018-08-22 16:10:00,2018-08-22 16:25:19,2018-08-23 14:33:00,2018-08-28 14:52:00,2018-09-05 00:00:00,337bf0efbf9e5ba67461d2e5b4e5c2b1,71050,brasilia,DF,a04da083c8072443e297a20141b4fa6a,5,Rápidos na entrega ,Recebi antes do prazo ,2018-08-29 00:00:00,2018-08-29 18:41:07,1.0,credit_card,1.0,132.88,2,49.9,16.54,30111,belo horizonte,MG,papelaria,58.0,850.0,2.0,450.0,25.0,15.0,25.0
428142062f95deb5d5c834e4f0313000,4c8b8048e33af2bf94f2eb547746a916,412d2be13fcba6c139d5c9998e77a7c6,312f6a14282ff4c1415a75932bd1ecfd,delivered,2018-08-07 16:50:00,2018-08-08 03:05:15,2018-08-13 10:05:00,2018-08-20 12:39:00,2018-08-21 00:00:00,33486d6b4562ae3fc728d531ece21f2f,2859,sao paulo,SP,ff8af1fe69e57b28a7cc862a2ae15ae2,5,Maravilhoso,Super funciona,2018-08-21 00:00:00,2018-08-21 16:42:12,1.0,boleto,1.0,164.32,1,68.1,14.06,14940,ibitinga,SP,cama_mesa_banho,60.0,2030.0,2.0,1025.0,30.0,8.0,20.0
42a2efd39155b59e16bac90081495285,7d13fca15225358621be4086e1eb0964,c9c382f83e175303a797ca7de7240679,a3969268e289143c8a672a9d36942206,delivered,2018-08-14 09:58:00,2018-08-14 10:10:12,2018-08-16 15:18:00,2018-08-21 20:38:00,2018-08-29 00:00:00,5e237c923446d52bdb73ffa484329c0e,5396,sao paulo,SP,4c3498d0bd369f0e8ad9c4aa4aa3d712,5,boa,entrega dentro do contratado,2018-08-22 00:00:00,2018-08-23 11:48:07,1.0,credit_card,8.0,170.76,1,157.0,13.76,14050,ribeirao preto,SP,relogios_presentes,35.0,1073.0,1.0,348.0,18.0,11.0,15.0
42d3ba4dd1a78c5ba05ccc0d3417706c,8160255418d5aaa7dbdc9f4c64ebda44,348ca978ba86600e3f6e9b984c52e6d6,d683a82f865da969726293b2a90e7f85,delivered,2018-08-16 06:44:00,2018-08-16 06:55:10,2018-08-16 08:42:00,2018-08-27 21:22:00,2018-08-31 00:00:00,6d2a7a8a59f5a9405a02c64fecc911f0,95670,gramado,RS,5859db37f32d05241a4d0df84afd5b17,4,Muito bom,Gosto muito dessa loja.Compro com frequência.,2018-08-28 00:00:00,2018-08-29 23:01:31,1.0,debit_card,1.0,123.4,1,99.9,23.5,14940,ibitinga,SP,cama_mesa_banho,60.0,1344.0,3.0,1400.0,35.0,5.0,20.0
42ec84ace63b58b8c5a7ba7be01d5fb8,2a84855fd20af891be03bc5924d2b453,e6f4552718815a4804aec218dce78af3,6ebcc946fecf3e62b0af4168f99a5e9c,delivered,2018-08-03 10:00:00,2018-08-04 04:10:30,2018-08-04 09:11:00,2018-08-07 14:16:00,2018-08-13 00:00:00,7539138e26d0cb7e38835cc7b00f56a2,35910,santa maria de itabira,MG,6ffb5b95966ccb8796ea1804f2a6605b,3,muito bom,paguei o boleto duas vezes queria saber se recebo meu dinheiro de volta?,2018-08-08 00:00:00,2018-08-08 15:24:30,1.0,boleto,1.0,118.65,1,99.9,18.75,30111,belo horizonte,MG,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0
42ec84ace63b58b8c5a7ba7be01d5fb8,2a84855fd20af891be03bc5924d2b453,3a84d8311ec3bc442b8e2413a6b770c6,27389b038fe5c0831ab14f7dd5e8a89d,delivered,2018-08-12 13:33:00,2018-08-12 13:45:08,2018-08-13 13:07:00,2018-08-16 12:35:00,2018-08-29 00:00:00,e4fa7e3641d015919cf66a0919c1e7e6,89040,blumenau,SC,372109711a4a21b7615179a7b4da0fc1,3,Produto entregue errado,A voltagem que pedi era de 220...E não 110 como veio,2018-08-17 00:00:00,2018-08-19 17:35:11,1.0,credit_card,6.0,131.47,1,99.9,31.57,30111,belo horizonte,MG,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0
42ec84ace63b58b8c5a7ba7be01d5fb8,2a84855fd20af891be03bc5924d2b453,ddea733ed0db4b498f7719f648b89a5b,a8f04af129a5fbb2634d57eb7213dd75,delivered,2018-08-23 15:48:00,2018-08-23 16:05:44,2018-08-24 13:01:00,2018-08-27 20:34:00,2018-09-05 00:00:00,6743a2e75495b968775db8a7bf4eceb3,3735,sao paulo,SP,c2ff0d8cce287cbc90cd761c293deb16,5,Otimo,Parabens ,2018-08-28 00:00:00,2018-08-29 03:24:16,1.0,credit_card,2.0,121.9,1,99.9,22.0,30111,belo horizonte,MG,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0
42fd6f72ca3e6f53b25d7a19b0536630,4a3ccda38b2129705f3fb522db62ca31,cad8ab3b1083311bd57b8ea9aa7c1c85,b2ad7a5fa95452993d27d6f5bf4847e9,delivered,2018-08-03 12:29:00,2018-08-03 12:44:09,2018-08-14 13:33:00,2018-08-20 22:08:00,2018-08-20 00:00:00,809af7f1b6cac6bd1733c2126c96ed67,14740,viradouro,SP,032cfcafde9237e9b8c33f00532874f5,5,Satisfeito ,"A fechadura é de ótima qualidade, veio dentro do prazo e é de fácil instalação. Já instalei e está funcionando perfeitamente, muito satisfeito e recomendo a todos. Obs: na foto estava com chave tetra!",2018-08-21 00:00:00,2018-08-24 15:28:10,1.0,credit_card,6.0,143.46,1,128.25,15.21,17504,marilia,SP,construcao_ferramentas_seguranca,34.0,1195.0,2.0,1350.0,29.0,18.0,28.0
42fe4aefc7e8a45dd96a59af81dd3fef,710e3548e02bc1d2831dfc4f1b5b14d4,6d46c95c090a478e52c89008e729bea2,f9e72da9f16faf18d67d4912fae366e0,delivered,2018-08-05 13:47:00,2018-08-05 13:55:22,2018-08-06 16:05:00,2018-08-13 19:14:00,2018-08-21 00:00:00,c8ccd9254be21b2049c5270b65e8b135,11020,santos,SP,0338d7a37dc97f90a7f3f1896bc253a8,5,TOP,"Muito boa, reforçado cabo de aço, chave tetra, comprei para prender minha magrela, recomendo
",2018-08-14 00:00:00,2018-08-15 00:32:19,1.0,credit_card,8.0,125.74,1,109.9,15.84,86600,rolandia,PR,automotivo,59.0,162.0,1.0,1300.0,20.0,20.0,20.0
43158180e30b3c0c252049265370d7b1,5c030029b5916fed0986310385ec9009,6df06dce06727e9d068f266a9b2cdaa7,ecb5d4d5b75256e28606e9d4487420bf,delivered,2018-08-07 22:18:00,2018-08-07 22:30:14,2018-08-08 14:42:00,2018-08-13 20:55:00,2018-08-23 00:00:00,cb844046ab848696a40b6f6935314030,35920,nova era,MG,45a301e140af06e6d42ab5be8210795f,5,Avaliação de lojista,Excelente produto.,2018-08-14 00:00:00,2018-08-17 09:38:22,1.0,credit_card,8.0,860.66,1,649.0,211.66,88075,sao jose,SC,utilidades_domesticas,54.0,919.0,9.0,9660.0,31.0,37.0,25.0
43216537780cef285c670f2b8437ae58,6b90f847357d8981edd79a1eb1bf0acb,f22994b30f7ab7b86eacb2ea99e61a86,939b596a4a7229ebad09bcbad40538e6,delivered,2018-08-16 10:30:00,2018-08-18 02:35:17,2018-08-20 09:25:00,2018-08-21 17:27:00,2018-08-21 00:00:00,b948343ff2e4e183e27e22ca63968d2b,5848,sao paulo,SP,471a7d853b152d77aefd43bc39f03d64,5,Ótima,Recomendo!,2018-08-22 00:00:00,2018-08-22 22:41:31,1.0,boleto,1.0,88.62,1,79.9,8.72,7152,guarulhos,SP,esporte_lazer,58.0,484.0,1.0,400.0,16.0,9.0,11.0
4328139cbe9adde0aac493ca9871eab3,8160255418d5aaa7dbdc9f4c64ebda44,82cfc721893072e906ea29b1f0fa08f0,574dae3d2726530a55ab02c8fb9bc3da,delivered,2018-08-17 11:38:00,2018-08-18 02:49:59,2018-08-20 15:10:00,2018-08-27 20:47:00,2018-08-29 00:00:00,e58058c12e135eefae89c8b3cf7c4915,20520,rio de janeiro,RJ,3b6534bb01f491fa9e7bd3aca76ec8ee,1,Produto veio aberto,"Com um mix da Walita Philips e veio aberto.
Fiz o teste e está funcionando. Achei estranho e não gostei do produto vir aberto 


",2018-08-28 00:00:00,2018-08-29 01:42:46,1.0,boleto,1.0,96.21,1,72.9,23.31,14940,ibitinga,SP,cama_mesa_banho,60.0,289.0,2.0,1150.0,30.0,10.0,30.0
433c39faf9824a0bb3d61565a3517486,59b22a78efb79a4797979612b885db36,6e7898e06393adab4c3c2a7e2f56fe2b,a0e94be606028d202f449cb466f47081,delivered,2018-08-16 19:34:00,2018-08-16 19:49:34,2018-08-17 15:24:00,2018-08-29 23:36:00,2018-09-05 00:00:00,f2ad71caa77bb658b3470b3cfcf94d36,87525,ivate,PR,b0148f849e998cac805e983a8d583836,5,Recomendo,"Gostei da compra, é um produto de qualidade, veio em perfeita condição, ótimo!!!",2018-08-30 00:00:00,2018-09-02 19:56:13,1.0,credit_card,10.0,200.33,1,149.0,51.33,38414,uberlandia,MG,construcao_ferramentas_construcao,44.0,257.0,4.0,6650.0,45.0,19.0,45.0
437c05a395e9e47f9762e677a7068ce7,7f7b8245c336066a1f9933c359f11d77,3789bf493d97b36ed2f5a866cc668abb,704a8cf1cb8d9dabf20a5e2cbeaae0ba,delivered,2018-08-05 16:57:00,2018-08-05 17:10:18,2018-08-06 14:58:00,2018-08-10 01:22:00,2018-08-14 00:00:00,8ce10399d5a3b5d565a348ba4cdfad9c,4851,sao paulo,SP,35ba7ad25a358ac07db7b40b5124cec3,4,Meu pedido ,"Estou aguardando meu pedido,mas recomendo sim
",2018-08-10 00:00:00,2018-08-10 21:52:51,1.0,credit_card,1.0,59.51,1,51.89,7.62,13800,mogi mirim,SP,beleza_saude,40.0,409.0,1.0,1110.0,19.0,11.0,18.0
437c05a395e9e47f9762e677a7068ce7,7f7b8245c336066a1f9933c359f11d77,fac467ce69a8abb815d930471940d06f,6e5c7b7fe2218d9a1625b8f6c4021c3b,delivered,2018-08-06 14:22:00,2018-08-06 14:35:22,2018-08-07 14:49:00,2018-08-10 15:07:00,2018-08-16 00:00:00,fde02dd7be2a3183e1e6690ec9e952f8,14098,ribeirao preto,SP,292f16344bed93ca8cb755f51def71e3,5,Bom d+!!!,Recomendo totalmente!!!,2018-08-11 00:00:00,2018-08-14 11:32:16,1.0,credit_card,6.0,63.77,1,50.75,13.02,13800,mogi mirim,SP,beleza_saude,40.0,409.0,1.0,1110.0,19.0,11.0,18.0
43a39180da2ed07ba59252d23cf029e7,e5c84227854980f1db19a58958c551d9,777e12368d3bb5d1b085cdbc60c6f910,28deb679d1930565c09da8da090cbcbd,delivered,2018-08-15 11:56:00,2018-08-15 12:10:24,2018-08-20 14:39:00,2018-08-24 02:23:00,2018-08-30 00:00:00,be8b41dc3f22146dbbe9c821aae33c7b,5175,sao paulo,SP,14c7be74d0ac6d47406009efd52b7a29,4,Bom custo x benefício,"O custo x benefício compensa quando comparada a caneca com o tamanho da almofada (que é beeeeem pequena). No todo, o produto é bem fofo.",2018-08-24 00:00:00,2018-08-28 19:48:40,1.0,credit_card,1.0,33.23,1,18.0,15.23,83823,fazenda rio grande,PR,utilidades_domesticas,59.0,230.0,2.0,600.0,16.0,20.0,20.0
43b54d1fc56ff394092a3dff6be2d39f,c70c1b0d8ca86052f45a432a38b73958,e79714832b01797085c10409669150d5,be4bac7250c87be901bcda46aefafde6,delivered,2018-08-02 12:06:00,2018-08-02 13:05:56,2018-08-10 14:15:00,2018-08-13 16:12:00,2018-08-09 00:00:00,4985c6f86aaf1460d9b6fdc74465a5a5,13044,campinas,SP,ffac91a923b560d742de565629682c32,4,"Bom, mas atrasado.","Produto bom e vendedor confiável, só pecou no atraso da entrega e necessidade de e-mails para acompanhamento. Compraria de novo, mas podem melhorar.",2018-08-11 00:00:00,2018-08-14 13:00:06,1.0,credit_card,1.0,118.35,1,110.32,8.03,13186,hortolandia,SP,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0
43cc8e4d981bc04b9d78b12e8a908d41,6061155addc1e54b4cfb51c1c2a32ad8,02014f2495eef0e869616829d481d743,f0d62fcceaafaea74a143d7fce54f1f4,delivered,2018-08-22 10:53:00,2018-08-22 11:05:25,2018-08-22 14:44:00,2018-08-27 18:02:00,2018-09-04 00:00:00,46d2e80a1ca0ee7a62db0ab302e8b4b7,38065,uberaba,MG,88d54c4a3a7eca36f0e2416e03f7d0fd,5,Super Recomendo!!!,Recebi antes do prazo!!! Bem embalado!,2018-08-28 00:00:00,2018-08-29 10:40:31,1.0,credit_card,6.0,1342.63,1,1240.0,102.63,13043,campinas,SP,beleza_saude,44.0,1793.0,1.0,11450.0,80.0,26.0,26.0
43cc8e4d981bc04b9d78b12e8a908d41,6061155addc1e54b4cfb51c1c2a32ad8,3f64a17e87d0fed4d084e352409882ba,544718803ece964e5c1d0b3b3cd751fc,delivered,2018-08-26 07:38:00,2018-08-26 07:50:10,2018-08-27 15:08:00,2018-08-30 17:38:00,2018-09-10 00:00:00,dee18b46b57c871840488ddcc81f1ce4,22040,rio de janeiro,RJ,55168f94fdf88af6e0a432cde4fda28e,5,Recomendo ,Fiquei surpreso com a rapidez da entrega do meu produto chegou bem antes do prazo vcs estão de parabéns ,2018-08-31 00:00:00,2018-08-31 21:18:03,1.0,credit_card,10.0,1312.67,1,1240.0,72.67,13043,campinas,SP,beleza_saude,44.0,1793.0,1.0,11450.0,80.0,26.0,26.0
43cc8e4d981bc04b9d78b12e8a908d41,6061155addc1e54b4cfb51c1c2a32ad8,4b80b55b32a3549ec05578e46a0f4021,c4184e264c25f060e2022b22c098ab18,delivered,2018-08-12 15:54:00,2018-08-13 15:50:17,2018-08-14 15:25:00,2018-08-22 22:04:00,2018-08-20 00:00:00,3ab2f8203c5f8d73a1260109eb82eb20,13056,campinas,SP,06e6300487c6f734ad5721d4db38e1f9,4,Bom,Olha comprei 2 produto mas foi entregue só um não sei o y aconteceu esse saet sempre entregou correto.,2018-08-22 00:00:00,2018-08-24 13:33:51,1.0,credit_card,4.0,1291.39,1,1240.0,51.39,13043,campinas,SP,beleza_saude,44.0,1793.0,1.0,11450.0,80.0,26.0,26.0
43d2d5d7e3a65abd97422578f9d4df78,daeb5653dd96c1b11860f72209795012,777f09795a87e5598924d1f7090deeb1,39c74e07d34944b5be0c87dc592e9882,delivered,2018-08-10 15:03:00,2018-08-10 15:15:12,2018-08-13 14:53:00,2018-08-15 20:58:00,2018-08-27 00:00:00,150efee9847adcb0a932c4d342920f16,35020,governador valadares,MG,00746491b765e3f50289220ff155d161,5,Recomendo,Entrega antes do prazo e produto conforme o anúncio. Recomendo.,2018-08-16 00:00:00,2018-08-17 12:09:19,1.0,credit_card,3.0,113.94,1,99.9,14.04,31310,belo horizonte,MG,fashion_bolsas_e_acessorios,45.0,1220.0,6.0,200.0,40.0,32.0,11.0
43f911ac50adc19a96cd523ade4e7cca,620c87c171fb2a6dd6e8bb4dec959fc6,cb4fa9a6d95ef2b84743087f2cac2b17,5fb55a301ddbdc32411e1e40adaace7e,delivered,2018-08-20 13:38:00,2018-08-20 16:10:42,2018-08-22 11:24:00,2018-08-24 20:03:00,2018-08-27 00:00:00,c4a304802749361b1a0e062b27288130,21215,rio de janeiro,RJ,6b88abf190e3b6cbf33a8c6438d0d638,4,recomendo,"só a entrega as vezes e demorada ,guando esperamos o produto em nossa residência como e confirmado no ato da compra e depois aparece que tem que buscar nos correios mais próximo!! se pagamos frete né!",2018-08-25 00:00:00,2018-08-27 02:39:38,1.0,credit_card,1.0,52.75,1,39.9,12.85,25645,petropolis,RJ,beleza_saude,58.0,963.0,1.0,1617.0,19.0,15.0,18.0
441b44bcdcc4969bd3a9d67bbeed44f2,5d3bb11474a06bdc23fb9e89f1164ee0,3446075ceaabd2c708b0108c2f4da282,0d547bb38359b0d6a8b6eaacf2905aab,delivered,2018-08-06 19:21:00,2018-08-06 19:35:17,2018-08-07 13:34:00,2018-08-11 12:22:00,2018-08-17 00:00:00,f365500fd9aaf7bbed4c5023c821eda2,2845,sao paulo,SP,6553387898aa41aaf1fb71231e116ba2,1,Sem avaliação,Nem sei o que dizer!!!,2018-08-12 00:00:00,2018-08-12 15:48:40,1.0,credit_card,7.0,253.23,1,229.8,23.43,19804,assis,SP,industria_comercio_e_negocios,47.0,1943.0,2.0,6000.0,45.0,12.0,44.0
441bf12dfcffc687efcdc235669c55dc,febab0275244b9a49a623f0bd613ca2f,a61dfe4c73cb6f1fa1280f905a13e26b,a5190090f24b9cc8b822529eecd264e3,delivered,2018-08-09 10:56:00,2018-08-09 15:25:33,2018-08-10 14:35:00,2018-08-13 12:28:00,2018-08-15 00:00:00,28a3ae98731c6bf62767b91aeca1a809,1403,sao paulo,SP,c21b08810349606fcf18eeb21c365545,5,Blan,Ótimo msnsksknsjsjsjsnsjsjsjsnsjsjsndnndjxjxndndjsjdjdjdjdjjdjdjdjsjsjdjdjdjdjdjsjdjdjjdjdjdjdjdjsjsjdjsksjsjjssnjsjsjsjsjsjsjsjjskskskskskskkskskskskskskskskskksksksnwksksksksnnsjsjsjsjsjnsnsjsjsjsns,2018-08-14 00:00:00,2018-08-14 23:18:51,1.0,credit_card,2.0,25.78,1,5.5,7.39,13920,pedreira,SP,utilidades_domesticas,55.0,594.0,1.0,300.0,22.0,12.0,18.0
443b89efbe906613ae1def8cd36fc872,0873d9f8f36123f8d910f4760e788cfb,911655697632aa4dc54e0cd37cc360a0,9c59f6c0745b8a50558adc3cac648018,delivered,2018-08-01 17:23:00,2018-08-01 17:35:11,2018-08-07 12:43:00,2018-08-09 17:58:00,2018-08-08 00:00:00,39970ad502d08af64974aa8a8379df75,2857,sao paulo,SP,683106b560b0185033e708b748771e97,4,Bom,Produto bom e sua entrega foi no prazo. ,2018-08-10 00:00:00,2018-08-10 15:05:11,1.0,credit_card,10.0,892.75,1,879.33,13.42,6465,barueri,SP,telefonia,53.0,2587.0,4.0,197.0,17.0,11.0,14.0
448f8f85f231f7f33be46c1a972b6c8d,240b9776d844d37535668549a396af32,0d71624d3497568c5af4fa0fc5faa967,5a0ce17620554f641a8113fc965194c5,delivered,2018-08-15 18:51:00,2018-08-17 07:01:34,2018-08-17 13:53:00,2018-08-22 17:38:00,2018-09-13 00:00:00,d385d86ff15a721b213924f5f6b8316f,39150,serro,MG,9adf002a96b12dab2a437bc86aa5055a,5,Excelente,"Chegou antes do prazo
",2018-08-23 00:00:00,2018-08-25 21:17:14,1.0,credit_card,7.0,813.62,1,789.99,23.63,24120,niteroi,RJ,telefonia,41.0,1055.0,2.0,443.0,16.0,17.0,14.0
44d097d59e8430f88a67517cd0c4f865,6560211a19b47992c3666cc44a7e94c0,afaa845a7a044d65051e77109d5b6ac2,2870e9dcbc1692371b93d7e47f378311,delivered,2018-08-04 04:46:00,2018-08-04 05:04:10,2018-08-06 11:07:00,2018-08-10 20:32:00,2018-08-17 00:00:00,56bb6bd8a4f7ad9972cb34ea3c8510f3,35519,nova serrana,MG,33f7a89948fe047ba1c7850fe3a8ed5f,5,Muito bom ,Produto muito bom ,2018-08-11 00:00:00,2018-08-12 10:30:28,1.0,credit_card,1.0,87.58,1,69.0,18.58,5849,sao paulo,SP,fashion_bolsas_e_acessorios,55.0,151.0,6.0,350.0,16.0,2.0,20.0
44d097d59e8430f88a67517cd0c4f865,6560211a19b47992c3666cc44a7e94c0,a2749402701871292b1ca325a1b9f6ff,34cf47dae2707f7f1a07a7ecb3b86faa,delivered,2018-08-20 21:01:00,2018-08-20 21:15:08,2018-08-21 17:04:00,2018-08-22 23:05:00,2018-08-23 00:00:00,09a5f7c425ee179efe9830c565b16bdb,4342,sao paulo,SP,69b9bbd71034f98de82285693b0002d6,5,Excelente,Recomendo.,2018-08-23 00:00:00,2018-08-24 11:28:29,1.0,credit_card,2.0,76.74,1,69.0,7.74,5849,sao paulo,SP,fashion_bolsas_e_acessorios,55.0,151.0,6.0,350.0,16.0,2.0,20.0
44d097d59e8430f88a67517cd0c4f865,6560211a19b47992c3666cc44a7e94c0,240143ab3914b9052e329d80e795b1c9,1966bcc7091bfb3c656d15de1f2fec01,delivered,2018-08-04 12:27:00,2018-08-04 12:35:16,2018-08-06 11:08:00,2018-08-14 19:18:00,2018-08-28 00:00:00,2f3ffd9f28e0a140401a51e8ec5ec4d6,40390,salvador,BA,ecb6b9a3c286d466970273e6c19da042,1,veio faltando uma carteir,veio faltando uma carteira e querendo saber como vai fica ,2018-08-15 00:00:00,2018-08-16 10:37:27,2.0,credit_card,1.0,49.0,2,69.0,17.34,5849,sao paulo,SP,fashion_bolsas_e_acessorios,55.0,151.0,6.0,350.0,16.0,2.0,20.0
